Meﬂstellenbeschreibung:fer0-wind2m
Logger Seriennummer   :080011765888
Logging Methode: Augenblickswerte
Messintervall: 20 min Speicherintervall: 02:20:00 Messungen: 1
Datum	Zeit	  1.Temperatur    [∞C]	  2.rel.Feuchte    [%]	  3.Windrichtg [deg]	  4.Windgeschwind [m/s]	  5.Frequenz      [Hz]	  5.Windgeschwindig [m/s]	
03.01.20	18:00:00	   6,87912	   93,2998	   209,692	0,00160256	2,32831e-10	2,91038e-10	
03.01.20	18:20:00	   6,46886	   94,1499	   286,643	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	18:40:00	   5,94872	   93,4096	   231,648	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	19:00:00	   5,65812	   95,7692	   235,291	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	19:20:00	    5,4188	    95,409	    265,17	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	19:40:00	   5,13797	   95,7295	   238,291	0,000534188	2,32831e-10	2,91038e-10	
03.01.20	20:00:00	   5,05983	   97,3199	   161,396	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	20:20:00	   4,93773	   97,4786	   107,022	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	20:40:00	   4,93773	   97,9197	   262,764	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	21:00:00	   4,89866	    96,369	   51,2692	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	21:20:00	   4,97924	   98,3196	   301,841	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	21:40:00	   4,93773	   98,8492	   296,731	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	22:00:00	   4,89866	   98,8294	   231,632	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	22:20:00	   4,76923	   98,9194	   346,363	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	22:40:00	   4,76923	   99,3788	   227,275	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	23:00:00	   4,60806	   99,3788	    325,44	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	23:20:00	   4,56899	   99,6093	   19,2088	1,27329e-10	2,32831e-10	2,91038e-10	
03.01.20	23:40:00	   4,60806	   99,8596	   223,473	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	00:00:00	   4,52991	    99,739	    312,72	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	00:20:00	   4,28816	   99,6291	   271,275	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	00:40:00	   4,20757	   99,7985	   219,099	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	01:00:00	   4,20757	    99,939	   346,335	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	01:20:00	   4,24908	       100	   204,181	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	01:40:00	   4,24908	       100	   355,566	0,00480769	2,32831e-10	2,91038e-10	
04.01.20	02:00:00	   4,28816	       100	   158,374	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	02:20:00	   4,24908	       100	   98,6868	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	02:40:00	   4,28816	       100	   326,341	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	03:00:00	   4,24908	       100	   314,511	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	03:20:00	    4,1685	       100	   224,269	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	03:40:00	   4,12943	       100	   261,797	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	04:00:00	   4,04884	       100	   294,055	0,00641026	2,32831e-10	2,91038e-10	
04.01.20	04:20:00	   3,88767	   99,7985	   3,52747	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	04:40:00	   3,71917	   99,8993	   288,137	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	05:00:00	   3,75824	       100	       360	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	05:20:00	   3,63858	       100	   43,0989	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	05:40:00	     3,558	   99,5085	   206,143	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	06:00:00	   3,59951	       100	   279,379	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	06:20:00	   3,59951	       100	    270,17	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	06:40:00	     3,558	       100	   272,044	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	07:00:00	   3,39927	   99,5192	   3,81868	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	07:20:00	   3,27961	   99,5299	    262,72	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	07:40:00	   3,43834	       100	   244,385	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	08:00:00	   3,63858	   98,9591	   76,8242	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	08:20:00	   4,44933	       100	   229,802	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	08:40:00	   4,52991	   98,8294	   242,747	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	09:00:00	    5,0989	   97,3794	   242,681	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	09:20:00	   5,90965	   96,8193	   182,286	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	09:40:00	   5,77778	   95,7799	   217,082	0,00160256	2,32831e-10	2,91038e-10	
04.01.20	10:00:00	   6,66911	   96,3889	   235,286	0,00534188	2,32831e-10	2,91038e-10	
04.01.20	10:20:00	   7,11844	   93,7698	   250,786	0,00106838	2,32831e-10	2,91038e-10	
04.01.20	10:40:00	   7,79976	    89,159	   257,352	0,00160256	2,32831e-10	2,91038e-10	
04.01.20	11:00:00	   7,67766	   93,3089	   255,698	0,00160256	2,32831e-10	2,91038e-10	
04.01.20	11:20:00	   7,47985	   92,1993	   186,582	0,00106838	2,32831e-10	2,91038e-10	
04.01.20	11:40:00	   7,43834	   92,1398	   274,934	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	12:00:00	   7,11844	   94,1697	   185,049	0,00747863	2,32831e-10	2,91038e-10	
04.01.20	12:20:00	   6,38828	   94,9191	   280,396	0,000534188	2,32831e-10	2,91038e-10	
04.01.20	12:40:00	   6,22955	   97,0085	   255,665	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	13:00:00	   6,14896	   97,2299	   261,341	0,00213675	2,32831e-10	2,91038e-10	
04.01.20	13:20:00	   6,10989	   97,5687	   234,396	0,00320513	2,32831e-10	2,91038e-10	
04.01.20	13:40:00	   5,86813	   98,1288	   262,714	0,00160256	2,32831e-10	2,91038e-10	
04.01.20	14:00:00	   5,73871	   97,6587	   211,297	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	14:20:00	   5,53846	   98,1899	   225,236	 0,0181624	2,32831e-10	2,91038e-10	
04.01.20	14:40:00	    5,4188	   98,0586	   198,714	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	15:00:00	   5,21856	   98,2891	   241,764	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	15:20:00	   5,17949	   98,2295	   288,192	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	15:40:00	   5,25763	   98,2799	   194,143	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	16:00:00	   5,29915	   98,6096	   210,593	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	16:20:00	   5,37973	   98,7286	  0,752747	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	16:40:00	   5,49939	   98,6691	   173,077	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	17:00:00	    5,4188	   99,6596	    238,78	0,00267094	2,32831e-10	2,91038e-10	
04.01.20	17:20:00	   5,61905	     99,91	   272,505	0,00373932	2,32831e-10	2,91038e-10	
04.01.20	17:40:00	   5,65812	   99,4399	   245,434	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	18:00:00	   5,73871	   99,6596	   185,863	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	18:20:00	   5,82906	   99,1896	   204,462	0,00747863	2,32831e-10	2,91038e-10	
04.01.20	18:40:00	   5,57998	   98,8797	   290,154	0,00373932	2,32831e-10	2,91038e-10	
04.01.20	19:00:00	   5,17949	   98,5287	    279,94	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	19:20:00	   4,89866	   98,5394	   163,423	0,00160256	2,32831e-10	2,91038e-10	
04.01.20	19:40:00	   4,76923	   97,4893	   308,148	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	20:00:00	   4,56899	   97,7686	   19,1813	0,000534188	2,32831e-10	2,91038e-10	
04.01.20	20:20:00	   4,36874	   97,4191	   11,8352	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	20:40:00	   4,12943	   97,6496	   68,6319	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	21:00:00	   4,04884	   98,4493	   113,412	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	21:20:00	   4,00977	     98,66	    186,78	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	21:40:00	   3,96825	   99,6795	   7,21429	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	22:00:00	   4,00977	   99,9298	   119,835	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	22:20:00	   3,96825	   99,8886	   10,1593	0,00106838	2,32831e-10	2,91038e-10	
04.01.20	22:40:00	   3,71917	   99,3895	   65,1923	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	23:00:00	     3,558	   98,8385	   18,6758	1,27329e-10	2,32831e-10	2,91038e-10	
04.01.20	23:20:00	   3,51893	   97,4298	    9,8022	0,00320513	2,32831e-10	2,91038e-10	
04.01.20	23:40:00	   3,63858	   95,2686	   31,1429	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	00:00:00	   3,31868	   97,1993	   357,868	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	00:20:00	   3,39927	   97,6893	   339,929	 0,0090812	2,32831e-10	2,91038e-10	
05.01.20	00:40:00	   3,43834	   95,3587	   44,9011	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	01:00:00	    3,2381	   97,0085	   4,50549	0,00267094	2,32831e-10	2,91038e-10	
05.01.20	01:20:00	   3,15995	   95,8196	   22,4615	0,00320513	2,32831e-10	2,91038e-10	
05.01.20	01:40:00	   3,15995	   94,5986	   104,473	 0,0154915	2,32831e-10	2,91038e-10	
05.01.20	02:00:00	   3,35775	   92,1291	   32,0659	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	02:20:00	   2,99878	   96,4591	   21,3462	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	02:40:00	   2,82784	   95,8288	   11,4615	 0,0042735	2,32831e-10	2,91038e-10	
05.01.20	03:00:00	   2,74969	   96,8788	       360	0,00267094	2,32831e-10	2,91038e-10	
05.01.20	03:20:00	   2,74969	   97,3596	   13,6593	0,000534188	2,32831e-10	2,91038e-10	
05.01.20	03:40:00	   2,50794	    97,439	   66,7912	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	04:00:00	   2,50794	   96,6392	   19,5769	0,00160256	2,32831e-10	2,91038e-10	
05.01.20	04:20:00	   2,82784	   93,4799	   97,6703	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	04:40:00	   3,15995	   91,3797	   55,8407	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	05:00:00	   3,15995	   91,8788	   27,3462	 0,0614316	2,32831e-10	2,91038e-10	
05.01.20	05:20:00	    3,2381	   90,0687	   9,08791	0,00373932	2,32831e-10	2,91038e-10	
05.01.20	05:40:00	   3,07936	   90,6593	   34,1264	0,00373932	2,32831e-10	2,91038e-10	
05.01.20	06:00:00	   2,91819	   90,7585	   122,555	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	06:20:00	   2,74969	   91,9689	   11,5989	0,00373932	2,32831e-10	2,91038e-10	
05.01.20	06:40:00	   2,99878	   92,0299	8,3819e-10	 0,0186966	2,32831e-10	2,91038e-10	
05.01.20	07:00:00	    3,2381	   89,8886	   64,6044	0,000534188	2,32831e-10	2,91038e-10	
05.01.20	07:20:00	   3,75824	   89,5986	   7,05495	 0,0117521	2,32831e-10	2,91038e-10	
05.01.20	07:40:00	   4,28816	   89,3498	    38,489	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	08:00:00	    4,4884	   90,6197	   70,4506	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	08:20:00	   5,17949	     87,79	   177,648	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	08:40:00	   5,77778	   84,7787	   142,835	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	09:00:00	   6,10989	   89,3987	   237,187	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	09:20:00	   6,78877	   89,8794	   265,192	0,00961539	2,32831e-10	2,91038e-10	
05.01.20	09:40:00	   7,11844	   90,1694	   261,934	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	10:00:00	   7,27961	   90,4594	   253,676	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	10:20:00	   7,59951	   89,4185	   258,522	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	10:40:00	    8,8083	   88,2998	    181,44	 0,0133547	2,32831e-10	2,91038e-10	
05.01.20	11:00:00	   8,64957	   88,1792	   267,951	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	11:20:00	   8,88889	   83,6386	   233,604	 0,0042735	2,32831e-10	2,91038e-10	
05.01.20	11:40:00	    8,4884	   89,2796	   226,659	0,00534188	2,32831e-10	2,91038e-10	
05.01.20	12:00:00	   7,59951	   90,7295	   199,648	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	12:20:00	   7,35775	   93,5791	   242,907	0,00106838	2,32831e-10	2,91038e-10	
05.01.20	12:40:00	   7,91941	   91,4499	   320,813	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	13:00:00	   7,75824	   92,3687	   205,165	 0,0106838	2,32831e-10	2,91038e-10	
05.01.20	13:20:00	   7,91941	   92,7198	   192,473	 0,0235043	2,32831e-10	2,91038e-10	
05.01.20	13:40:00	   7,35775	   96,2286	    136,56	0,00534188	2,32831e-10	2,91038e-10	
05.01.20	14:00:00	   8,08791	   92,8388	   165,352	 0,0288462	2,32831e-10	2,91038e-10	
05.01.20	14:20:00	     7,558	   93,7286	   281,698	 0,0117521	2,32831e-10	2,91038e-10	
05.01.20	14:40:00	   7,03785	   94,4994	   217,027	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	15:00:00	   6,62759	   96,3996	   73,2033	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	15:20:00	   7,03785	   94,5696	    199,11	 0,0160256	2,32831e-10	2,91038e-10	
05.01.20	15:40:00	   7,75824	   93,8385	   62,2692	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	16:00:00	   7,27961	   94,6596	   279,451	0,00320513	2,32831e-10	2,91038e-10	
05.01.20	16:20:00	   7,03785	   96,5598	   234,154	0,00854701	2,32831e-10	2,91038e-10	
05.01.20	16:40:00	   6,54945	   97,3886	    210,89	 0,0042735	2,32831e-10	2,91038e-10	
05.01.20	17:00:00	   6,22955	   98,4295	   124,516	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	17:20:00	   6,26862	   99,0293	   226,181	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	17:40:00	   6,38828	   98,5989	   261,819	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	18:00:00	   6,10989	   98,6386	   231,665	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	18:20:00	   5,94872	   98,9087	   310,462	0,00106838	2,32831e-10	2,91038e-10	
05.01.20	18:40:00	   5,73871	   99,1697	   256,319	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	19:00:00	   5,49939	   99,5085	   215,187	0,000534188	2,32831e-10	2,91038e-10	
05.01.20	19:20:00	   5,33822	   99,6886	   272,929	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	19:40:00	   5,25763	   99,9496	    277,06	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	20:00:00	   5,17949	       100	   242,615	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	20:20:00	   5,05983	       100	   290,626	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	20:40:00	   4,97924	       100	   185,011	0,000534188	2,32831e-10	2,91038e-10	
05.01.20	21:00:00	   4,93773	       100	   242,571	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	21:20:00	   4,85958	       100	   319,088	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	21:40:00	   4,76923	       100	    17,511	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	22:00:00	   4,68864	   99,8092	   14,8462	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	22:20:00	   4,56899	   99,6093	   21,9615	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	22:40:00	   4,44933	   99,2399	   3,54945	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	23:00:00	   4,44933	   99,8687	   80,4945	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	23:20:00	   4,40781	       100	   129,918	1,27329e-10	2,32831e-10	2,91038e-10	
05.01.20	23:40:00	   4,32967	   99,2094	    38,489	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	00:00:00	   4,32967	   99,7589	   302,687	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	00:20:00	   4,20757	   98,7897	   17,5604	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	00:40:00	   4,04884	   98,9789	   17,3571	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	01:00:00	   3,96825	   98,7393	   336,357	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	01:20:00	   3,79976	   98,4799	   38,4725	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	01:40:00	   3,59951	   97,8388	   46,7033	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	02:00:00	   3,43834	   97,4588	   34,8242	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	02:20:00	   3,31868	    97,619	   72,7033	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	02:40:00	   3,31868	     96,16	   53,0879	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	03:00:00	   3,27961	   96,4896	   50,4011	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	03:20:00	   3,27961	     96,54	   13,9121	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	03:40:00	    3,2381	   96,0592	   17,3626	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	04:00:00	   2,86935	   97,0986	   81,4011	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	04:20:00	   2,91819	   99,0888	   36,6099	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	04:40:00	   2,54945	   96,4789	   335,857	0,00213675	2,32831e-10	2,91038e-10	
06.01.20	05:00:00	   2,54945	    95,119	   48,5165	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	05:20:00	   2,50794	   94,8092	    84,978	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	05:40:00	   2,50794	   95,0595	    20,489	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	06:00:00	   2,26862	   94,7192	   72,2857	0,00160256	2,32831e-10	2,91038e-10	
06.01.20	06:20:00	   2,22955	   94,9588	   96,9011	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	06:40:00	   2,38828	   92,4191	   16,4231	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	07:00:00	   2,66911	   92,2985	   35,7802	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	07:20:00	   2,74969	   94,2888	   25,6264	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	07:40:00	   3,19902	   93,0296	       360	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	08:00:00	    3,2381	   95,8196	   99,6429	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	08:20:00	   4,28816	   94,6093	   102,412	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	08:40:00	   5,25763	   93,6996	   187,308	0,00160256	2,32831e-10	2,91038e-10	
06.01.20	09:00:00	   6,46886	   94,7192	   263,775	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	09:20:00	   7,11844	   91,6697	   194,264	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	09:40:00	   8,44933	   93,1593	   218,115	0,00641026	2,32831e-10	2,91038e-10	
06.01.20	10:00:00	   9,17949	   88,6691	   169,571	 0,0245727	2,32831e-10	2,91038e-10	
06.01.20	10:20:00	   8,84982	   91,8391	   247,621	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	10:40:00	    8,8083	   89,2796	   171,566	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	11:00:00	   8,36874	   90,9188	   246,335	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	11:20:00	   8,20757	    93,199	   215,868	0,00267094	2,32831e-10	2,91038e-10	
06.01.20	11:40:00	   8,24908	   93,3089	   197,148	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	12:00:00	   7,83883	   94,7589	    245,78	0,00267094	2,32831e-10	2,91038e-10	
06.01.20	12:20:00	   7,43834	     94,91	   207,209	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	12:40:00	   8,00977	   93,9499	   240,978	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	13:00:00	   8,60806	   93,4799	   251,621	0,00160256	2,32831e-10	2,91038e-10	
06.01.20	13:20:00	    8,4884	   93,2692	   169,945	 0,0160256	2,32831e-10	2,91038e-10	
06.01.20	13:40:00	   9,37973	   93,7088	    186,89	 0,0128205	2,32831e-10	2,91038e-10	
06.01.20	14:00:00	   8,96948	   90,6593	   209,764	 0,0395299	2,32831e-10	2,91038e-10	
06.01.20	14:20:00	   7,19902	   92,9594	   223,445	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	14:40:00	   6,70818	   96,4988	   258,709	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	15:00:00	   7,31868	   99,1789	   178,813	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	15:20:00	   10,0195	   95,5495	   233,665	 0,0176282	2,32831e-10	2,91038e-10	
06.01.20	15:40:00	   8,32967	   92,2085	   215,231	0,00320513	2,32831e-10	2,91038e-10	
06.01.20	16:00:00	   7,75824	   94,0095	   151,005	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	16:20:00	   7,03785	   95,7692	   216,995	0,00106838	2,32831e-10	2,91038e-10	
06.01.20	16:40:00	   6,38828	   96,9093	   225,571	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	17:00:00	   6,18803	     98,37	   103,319	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	17:20:00	   6,78877	   98,1197	   229,665	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	17:40:00	   6,70818	   97,0894	   251,802	0,000534188	2,32831e-10	2,91038e-10	
06.01.20	18:00:00	   7,75824	    94,739	   176,841	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	18:20:00	   7,27961	    95,989	   203,549	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	18:40:00	   6,70818	   94,8092	       360	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	19:00:00	   5,90965	   96,6697	   7,23626	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	19:20:00	   5,33822	   95,7799	   16,6044	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	19:40:00	   5,21856	    98,779	   125,352	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	20:00:00	    5,0989	   98,0693	   5,41758	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	20:20:00	   4,76923	   97,4588	   21,0275	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	20:40:00	   4,97924	   97,8892	   16,1374	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	21:00:00	   4,97924	      97,5	   258,626	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	21:20:00	   4,85958	   98,9698	   69,6044	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	21:40:00	   4,76923	   98,6493	   30,2418	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	22:00:00	   4,76923	   98,7988	   53,0989	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	22:20:00	   4,52991	   97,6587	   72,5385	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	22:40:00	   4,60806	   99,8397	   25,1868	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	23:00:00	   4,40781	     98,75	   16,7473	1,27329e-10	2,32831e-10	2,91038e-10	
06.01.20	23:20:00	   4,28816	   99,0995	    21,033	0,00106838	2,32831e-10	2,91038e-10	
06.01.20	23:40:00	   4,12943	   98,5699	   47,8187	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	00:00:00	   3,96825	   98,7592	   41,2308	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	00:20:00	   3,71917	   96,8987	   38,4615	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	00:40:00	     3,558	   95,3495	   51,2802	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	01:00:00	   3,39927	   96,3294	   7,26374	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	01:20:00	   3,27961	   96,5888	   4,86813	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	01:40:00	   3,19902	   96,5598	   62,2363	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	02:00:00	   3,31868	     95,87	    296,94	0,000534188	2,32831e-10	2,91038e-10	
07.01.20	02:20:00	   3,31868	   98,1487	   55,7473	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	02:40:00	   3,15995	   96,8391	   34,8077	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	03:00:00	   3,03785	    96,859	   351,758	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	03:20:00	   3,07936	     97,79	   71,3736	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	03:40:00	    3,2381	   98,8492	    85,033	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	04:00:00	   3,15995	   96,8697	   54,9286	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	04:20:00	   2,91819	   96,6285	   44,8681	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	04:40:00	   2,91819	   97,0192	   69,5385	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	05:00:00	   3,19902	    98,109	    352,06	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	05:20:00	   3,19902	   97,0986	   17,0879	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	05:40:00	    3,2381	     98,08	   34,8187	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	06:00:00	   3,31868	   96,9887	   26,5714	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	06:20:00	   2,91819	   95,7998	   46,7088	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	06:40:00	   2,78877	   96,4286	   43,2967	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	07:00:00	   3,15995	   99,9695	   336,335	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	07:20:00	   3,75824	       100	   318,176	1,27329e-10	2,32831e-10	2,91038e-10	
07.01.20	07:40:00	   4,36874	   99,4292	   202,368	1,27329e-10	2,32831e-10	2,91038e-10	
